Net,Sta,Lat,Lon,Elev,Start,End
Z3,A126A,48.9894 N,8.4921 E,182,2015,
Z3,A127A,49.1967 N,7.9781 E,442,2015,
Z3,A128A,49.3986 N,8.5963 E,104,2015,
Z3,A129A,49.3426 N,7.7420 E,364,2016,
Z3,A140A,47.5523 N,11.4361 E,790,2016,
Z3,A141A,47.7528 N,11.8490 E,839,2016,
Z3,A143A,47.6836 N,11.0032 E,850,2016,
Z3,A144A,48.0979 N,12.0838 E,553,2016,
Z3,A145A,47.8673 N,12.3960 E,537,2016,
Z3,A146A,48.2928 N,12.9750 E,464,2016,
Z3,A147A,48.5379 N,12.9455 E,389,2016,2016
Z3,A147B,48.5300 N,12.9776 E,428,2016,
Z3,A148A,48.4780 N,12.4605 E,492,2016,2016
Z3,A148B,48.5086 N,12.4767 E,485,2016,
Z3,A151A,48.8820 N,6.3798 E,214,2017,2020
Z3,A152A,48.7248 N,6.8539 E,279,2017,2020
Z3,A153A,48.3180 N,4.7968 E,238,2017,2020
Z3,A154A,48.4417 N,5.5152 E,352,2017,2020
Z3,A155A,48.4312 N,6.0840 E,501,2017,2020
Z3,A156A,47.9467 N,4.5341 E,380,2016,2020
Z3,A157A,48.0025 N,5.7326 E,444,2016,2017
Z3,A157B,47.9929 N,5.7993 E,359,2017,2020
Z3,A158A,48.0044 N,6.3470 E,622,2015,2020
Z3,A159A,47.6439 N,4.3179 E,366,2017,2020
Z3,A160A,47.6908 N,5.0502 E,465,2016,2020
Z3,A161A,47.5835 N,6.0108 E,272,2017,2020
Z3,A162A,47.3055 N,4.5794 E,567,2017,2020
Z3,A163A,47.1970 N,5.2010 E,222,2016,2020
Z3,A164A,47.1042 N,5.8104 E,272,2016,2020
Z3,A165A,46.9102 N,3.4984 E,271,2017,2020
Z3,A166A,46.9816 N,4.1480 E,580,2016,2020
Z3,A167A,46.7469 N,5.3195 E,203,2016,2020
Z3,A168A,46.5604 N,3.9329 E,125,2016,2020
Z3,A169A,46.5963 N,4.5818 E,300,2017,2020
Z3,A170A,46.3781 N,3.4474 E,140,2016,2020
Z3,A171A,46.2008 N,4.1125 E,378,2016,2020
Z3,A172A,46.3858 N,5.2132 E,273,2016,2020
Z3,A173A,46.3296 N,6.6808 E,1030,2016,2020
Z3,A174A,45.9926 N,4.4619 E,625,2016,2020
Z3,A175A,45.9427 N,5.0747 E,315,2016,2020
Z3,A176A,45.7178 N,4.0666 E,410,2016,2020
Z3,A177A,45.5963 N,4.6086 E,520,2016,2020
Z3,A178A,45.8107 N,6.2004 E,660,2016,2020
Z3,A179A,45.4723 N,2.9722 E,1084,2017,2020
Z3,A180A,45.3113 N,4.0427 E,845,2016,2020
Z3,A181A,45.3805 N,6.3020 E,1305,2016,2020
Z3,A182A,44.9695 N,2.8069 E,880,2017,2020
Z3,A183A,45.0107 N,3.6630 E,1107,2017,2020
Z3,A184A,44.8920 N,4.4516 E,750,2016,2020
Z3,A185A,45.1209 N,5.0728 E,420,2016,2020
Z3,A186A,44.7932 N,5.5891 E,978,2016,2017
Z3,A186B,44.7930 N,5.5892 E,978,2017,2020
Z3,A187A,44.7343 N,3.3398 E,935,2017,2020
Z3,A188A,44.6001 N,3.9367 E,1085,2016,2020
Z3,A190A,44.3246 N,2.8695 E,940,2017,2020
Z3,A191A,44.3193 N,3.5378 E,950,2017,2020
Z3,A192A,44.5069 N,4.5869 E,249,2016,2020
Z3,A193A,44.3712 N,5.1476 E,390,2016,2020
Z3,A194A,44.3933 N,6.5023 E,1255,2016,2020
Z3,A195A,43.9752 N,2.7193 E,290,2017,2020
Z3,A196A,44.0515 N,4.5280 E,259,2017,2020
Z3,A198A,43.6006 N,2.8004 E,720,2017,2020
Z3,A199A,43.7438 N,3.6883 E,341,2016,2020
Z3,A200A,43.6927 N,4.1885 E,61,2016,2020
Z3,A201A,43.5006 N,4.7917 E,5,2016,2020
Z3,A202A,43.5025 N,3.2602 E,212,2016,2020
Z3,A204A,43.2413 N,5.6099 E,512,2016,2020
Z3,A205A,43.2001 N,6.2335 E,384,2016,2020
Z3,A206A,43.2197 N,6.6010 E,363,2016,2020
Z3,A208A,42.2326 N,8.7937 E,830,2016,2020
Z3,A209A,42.5041 N,9.4944 E,20,2016,2017
Z3,A209B,42.5029 N,9.5066 E,7,2017,2020
Z3,A210A,48.8277 N,5.9225 E,622,2016,2020
Z3,A211A,48.4071 N,6.6195 E,279,2016,2020
Z3,A212A,48.0931 N,5.0444 E,358,2016,2020
Z3,A213A,47.4967 N,5.4799 E,282,2016,2020
Z3,A214A,46.3620 N,5.8003 E,476,2016,2020
Z3,A215A,45.4307 N,5.2323 E,450,2015,2020
Z3,A216A,44.4291 N,5.5499 E,1245,2016,2020
Z3,A217A,44.3701 N,6.0733 E,1087,2016,2020
Z3,A250A,45.0840 N,14.9106 E,686,2015,2020
Z3,A251A,45.1286 N,16.2664 E,252,2015,2017
Z3,A252A,45.4356 N,17.8482 E,412,2015,2020
Z3,A253A,45.2926 N,13.8167 E,408,2016,
Z3,A254A,45.3148 N,15.8050 E,543,2016,
Z3,A255A,45.5090 N,16.0507 E,224,2016,2017
Z3,A260A,47.2834 N,16.7056 E,243,2016,2020
Z3,A261A,46.9520 N,17.1486 E,171,2016,2020
Z3,A262A,46.8642 N,16.5276 E,240,2016,2020
Z3,A263A,46.6408 N,17.3149 E,165,2015,2020
Z3,A264A,46.1597 N,17.2897 E,143,2016,2020
Z3,A265A,46.4244 N,17.7954 E,151,2015,2020
Z3,A266A,46.5256 N,18.2647 E,219,2015,2020
Z3,A267A,46.9463 N,18.4820 E,116,2015,2020
Z3,A268A,47.4313 N,17.9238 E,201,2015,
Z3,A269A,47.6386 N,18.3824 E,195,2015,2020
Z3,A270A,47.8452 N,19.0186 E,152,2016,
Z3,A271A,47.1547 N,18.8341 E,165,2016,2020
Z3,A272A,46.7444 N,18.9654 E,170,2016,2020
Z3,A273A,45.9163 N,17.8161 E,100,2016,2020
Z3,A280A,44.5391 N,7.9089 E,288,2015,2020
Z3,A281A,44.8534 N,7.7099 E,292,2015,2020
Z3,A282A,45.2545 N,7.6133 E,428,2015,2020
Z3,A283A,45.2296 N,8.3208 E,185,2015,2016
Z3,A283B,45.2380 N,8.2885 E,195,2016,2020
Z3,A284A,45.1371 N,9.3837 E,99,2015,2020
Z3,A285A,44.8939 N,9.9098 E,152,2015,2020
Z3,A286A,45.3660 N,8.8338 E,170,2015,2020
Z3,A287A,45.6225 N,8.3610 E,423,2015,2020
Z3,A288A,46.0082 N,8.4818 E,1306,2015,2020
Z3,A289A,46.0473 N,9.7610 E,1780,2015,2020
Z3,A290A,46.5068 N,10.9028 E,1729,2015,2020
Z3,A291A,46.6246 N,11.8805 E,1568,2015,2020
Z3,A300A,45.8193 N,13.1280 E,6,2015,2020
Z3,A301A,45.6198 N,12.6210 E,2,2015,2020
Z3,A302A,45.6335 N,11.9713 E,26,2015,2020
Z3,A303A,45.3443 N,12.3182 E,11,2015,2020
Z3,A304A,45.0167 N,12.0335 E,1,2016,
Z3,A305A,44.9592 N,12.4323 E,-3,2015,2020
Z3,A306A,44.5359 N,10.5961 E,463,2015,2020
Z3,A307A,44.6608 N,11.4363 E,9,2015,2020
Z3,A308A,44.5825 N,12.0057 E,-2,2015,2020
Z3,A309A,44.1704 N,12.2445 E,32,2015,2020
Z3,A312A,45.1074 N,10.4817 E,30,2015,2020
Z3,A313A,45.3135 N,10.6628 E,64,2015,2020
Z3,A316A,42.3337 N,10.2957 E,38,2015,2020
Z3,A317A,43.0500 N,9.8424 E,35,2015,
Z3,A318A,43.1210 N,10.5732 E,173,2015,2020
Z3,A319A,43.4764 N,10.5787 E,343,2015,
Z3,A331A,49.1501 N,18.2209 E,427,2015,
Z3,A332A,48.8045 N,18.4645 E,359,2015,
Z3,A333A,48.7156 N,17.1041 E,177,2015,
Z3,A334A,48.6044 N,17.6747 E,224,2015,
Z3,A335A,48.4469 N,18.3359 E,320,2015,
Z3,A336A,48.2333 N,18.9990 E,183,2015,
Z3,A337A,48.2443 N,17.7898 E,117,2015,
Z3,A338A,48.0152 N,18.3525 E,154,2015,
Z3,A339A,47.8294 N,17.6559 E,110,2015,
Z3,A350A,50.1674 N,11.5708 E,489,2015,2020
Z3,A351A,50.0030 N,10.7922 E,284,2015,2020
Z3,A351B,50.0019 N,10.7612 E,339,2015,2020
Z3,A352A,49.8214 N,11.6903 E,452,2015,2020
Z3,A353A,49.5178 N,10.5426 E,415,2015,2020
Z3,A354A,49.4523 N,10.9690 E,327,2015,2020
Z3,A355A,49.3490 N,12.3832 E,385,2015,2020
Z3,A356A,49.0371 N,12.2138 E,398,2015,2020
Z3,A357A,48.6998 N,11.9992 E,426,2015,2016
Z3,A357B,48.7026 N,11.9466 E,434,2016,2020
Z3,A358A,48.8697 N,13.1943 E,738,2015,2020
Z3,A359A,48.8331 N,12.6421 E,333,2015,2020
Z3,A360A,48.7289 N,10.2971 E,635,2015,
Z3,A361A,48.7909 N,10.8171 E,500,2015,
Z3,A362A,48.3636 N,10.4021 E,588,2015,
Z3,A363A,48.5230 N,10.9333 E,537,2015,
Z3,A364A,48.5019 N,11.4534 E,525,2015,
Z3,A365A,48.1651 N,10.7334 E,594,2015,
Z3,A366A,47.8333 N,10.6234 E,794,2015,
Z3,A367A,48.3067 N,11.9233 E,500,2015,
Z3,A368A,49.1259 N,10.5467 E,529,2015,
Z3,A369A,49.1160 N,11.0216 E,486,2015,
Z3,AKYT,35.8686 N,23.2999 E,0,2005,2007
Z3,AMOE,36.9150 N,25.9788 E,210,2005,2007
Z3,AMOS,36.7956 N,25.7690 E,52,2005,2007
Z3,ANAF,36.3581 N,25.7783 E,350,2005,2007
Z3,ANDR,37.8361 N,24.9482 E,64,2005,2006
Z3,ANID,36.6251 N,25.6847 E,179,2005,2007
Z3,ANPA,37.0323 N,25.0763 E,41,2005,2007
Z3,ASTY,36.5795 N,26.4114 E,192,2005,2007
Z3,AT01,38.0562 N,24.3784 E,296,2005,2007
Z3,AT02,38.0473 N,23.8638 E,497,2005,2007
Z3,AT03,38.0268 N,23.4677 E,32,2005,2007
Z3,AT04,37.7252 N,24.0496 E,23,2005,2007
Z3,FOLE,36.6216 N,24.9197 E,292,2005,2007
Z3,IDHR,37.3908 N,23.2591 E,35,2005,2007
Z3,IKAR,37.6435 N,26.3050 E,435,2005,2007
Z3,IOSI,36.7347 N,25.3618 E,52,2005,2007
Z3,KAPA,35.6402 N,27.1376 E,429,2005,2007
Z3,KASO,35.4115 N,26.9152 E,80,2005,2007
Z3,KEAI,37.6232 N,24.3191 E,378,2005,2007
Z3,KIMO,36.7949 N,24.5680 E,161,2005,2007
Z3,KOSI,36.7449 N,26.9517 E,87,2005,2007
Z3,KYTH,36.1704 N,22.9887 E,0,2005,2007
Z3,LERO,37.1634 N,26.8353 E,0,2005,2006
Z3,MYKO,37.4822 N,25.3844 E,150,2005,2007
Z3,NAXO,36.9800 N,25.4400 E,157,2005,2006
Z3,NEAK,36.4087 N,25.4014 E,157,2005,2007
Z3,PARO,37.1150 N,25.1825 E,72,2005,2007
Z3,PARS,37.0285 N,25.2253 E,150,2005,2006
Z3,PE01,38.0170 N,22.0283 E,850,2005,2007
Z3,PE02,37.8958 N,22.4907 E,839,2005,2007
Z3,PE03,37.3784 N,21.7722 E,635,2005,2007
Z3,PE04,37.6007 N,22.9593 E,322,2005,2007
Z3,PE05,37.5128 N,22.4553 E,825,2005,2007
Z3,PE06,37.1787 N,21.9252 E,419,2005,2007
Z3,PE07,37.1478 N,22.8195 E,528,2005,2007
Z3,PE08,36.8311 N,22.4420 E,370,2005,2007
Z3,PE09,36.7921 N,21.8879 E,313,2005,2007
Z3,PE10,36.6469 N,22.8982 E,230,2005,2006
Z3,PE11,36.4834 N,22.4785 E,406,2005,2007
Z3,RETH,35.2934 N,24.4948 E,0,2005,2006
Z3,RHON,36.3800 N,28.0844 E,42,2005,2007
Z3,RHOS,36.0110 N,27.8197 E,280,2005,2007
Z3,SAMO,37.7043 N,26.8377 E,348,2005,2007
Z3,SCHI,36.8744 N,25.5180 E,100,2005,2007
Z3,SERI,37.1610 N,24.4853 E,467,2005,2007
Z3,SYRO,37.4569 N,24.9266 E,403,2005,2007
Z3,TILO,36.4485 N,27.3535 E,55,2005,2007
Z3,TUR1,38.0865 N,26.8676 E,141,2005,2007
Z3,TUR2,37.6420 N,27.2418 E,53,2005,2007
Z3,TUR3,37.4663 N,27.5380 E,25,2005,2007
Z3,TUR4,37.0800 N,27.8077 E,630,2005,2007
Z3,TUR5,37.0302 N,27.3167 E,145,2005,2006
Z3,TUR6,37.0159 N,28.4262 E,119,2005,2007
Z3,TUR7,36.7017 N,27.5697 E,200,2005,2007
Z3,TUR8,36.8273 N,28.9390 E,642,2005,2007
Z3,TUR9,36.7015 N,28.0887 E,132,2005,2007
Z4,IB04,31.2300 N,35.2866 E,230,2006,2006
Z4,IB05,31.2207 N,35.3075 E,120,2006,2006
Z4,IB09,31.2312 N,35.3966 E,0,2006,2008
Z4,IB11,31.2010 N,35.4202 E,0,2006,2008
Z4,IB13,31.1712 N,35.4440 E,0,2006,2008
Z4,IB15,31.1364 N,35.4553 E,0,2006,2008
Z4,IB17,31.1010 N,35.4523 E,0,2006,2008
Z4,IB19,31.0669 N,35.4358 E,0,2006,2008
Z4,IB21,31.0208 N,35.4205 E,0,2006,2008
Z4,IB22,31.0626 N,35.3647 E,-270,2006,2007
Z4,IB25,31.1302 N,35.3636 E,-320,2006,2007
Z4,IB30,31.2894 N,35.3562 E,-87,2006,2006
Z4,IB31,31.3166 N,35.3474 E,-100,2006,2008
Z4,IB33,31.3815 N,35.3636 E,-280,2006,2006
Z4,IB36,30.9313 N,35.3896 E,-331,2007,2008
Z4,IB38,31.4499 N,35.3809 E,-300,2007,2008
Z4,IB44,31.7527 N,35.4626 E,-320,2007,2008
Z4,IBTU,31.2232 N,35.3544 E,-380,2006,2006
Z4,IS01,31.2777 N,35.1261 E,533,2006,2008
Z4,IS02,31.2605 N,35.2345 E,614,2006,2008
Z4,IS03,31.2398 N,35.2661 E,300,2006,2006
Z4,IS06,31.2234 N,35.3293 E,62,2006,2006
Z4,IS07,31.2372 N,35.3431 E,0,2006,2007
Z4,IS08,31.2353 N,35.3763 E,-391,2006,2008
Z4,IS10,31.2159 N,35.4086 E,-386,2006,2008
Z4,IS12,31.1860 N,35.4321 E,0,2006,2008
Z4,IS14,31.1540 N,35.4522 E,-395,2006,2008
Z4,IS16,31.1192 N,35.4555 E,0,2006,2008
Z4,IS20,31.0521 N,35.4261 E,0,2006,2008
Z4,IS26,31.1481 N,35.3272 E,36,2006,2007
Z4,IS27,31.1452 N,35.2840 E,0,2006,2007
Z4,IS28,31.1627 N,35.2511 E,150,2006,2006
Z4,IS29A,31.2684 N,35.3432 E,0,2006,2007
Z4,IS32,31.3535 N,35.3540 E,0,2006,2007
Z4,IS34,31.0747 N,35.3327 E,3082,2006,2007
Z4,IS35,30.9909 N,35.4134 E,-374,2006,2008
Z4,IS37,31.4162 N,35.3806 E,-390,2007,2008
Z4,IS39,31.3250 N,35.3888 E,-381,2007,2007
Z4,IS40,31.1507 N,35.3651 E,-363,2007,2008
Z4,IS41,30.7671 N,35.2879 E,-150,2007,2008
Z4,IS42,31.5732 N,35.3995 E,-250,2007,2008
Z4,IS43,31.6782 N,35.4354 E,-313,2007,2008
Z4,JB01,31.2371 N,35.4792 E,-330,2006,2007
Z4,JB02,31.2519 N,35.4652 E,-331,2006,2007
Z4,JB04,31.2500 N,35.4281 E,-385,2006,2008
Z4,JB07,31.2915 N,35.4796 E,-330,2006,2008
Z4,JB10,31.3386 N,35.4946 E,-394,2006,2008
Z4,JB12,31.3725 N,35.5002 E,-393,2006,2008
Z4,JB15,31.2475 N,35.5436 E,-215,2006,2008
Z4,JB18,31.2515 N,35.6216 E,411,2006,2008
Z4,JB19,31.2332 N,35.6456 E,540,2006,2008
Z4,JB21,31.1989 N,35.6688 E,753,2006,2008
Z4,JB25,31.0893 N,35.5206 E,-336,2006,2007
Z4,JB29,31.3001 N,35.5657 E,-160,2006,2008
Z4,JB37,31.3890 N,35.6746 E,875,2006,2008
Z4,JB39,31.1947 N,35.6076 E,670,2006,2008
Z4,JB41,31.2726 N,35.5425 E,-233,2006,2007
Z4,JB42,31.3291 N,35.4958 E,-387,2007,2008
Z4,JS03,31.2588 N,35.4438 E,-331,2006,2008
Z4,JS05,31.2378 N,35.4022 E,-389,2006,2008
Z4,JS06,31.2753 N,35.4694 E,-318,2006,2008
Z4,JS08,31.3070 N,35.4860 E,-352,2006,2008
Z4,JS09,31.3234 N,35.4853 E,-345,2006,2008
Z4,JS11,31.3512 N,35.5083 E,-395,2006,2008
Z4,JS13,31.2349 N,35.5029 E,-330,2006,2007
Z4,JS14,31.2398 N,35.5248 E,-288,2006,2008
Z4,JS17,31.2509 N,35.5952 E,234,2006,2008
Z4,JS20,31.2131 N,35.6625 E,574,2006,2007
Z4,JS22,31.1945 N,35.6912 E,787,2006,2008
Z4,JS23,31.2213 N,35.6733 E,665,2006,2007
Z4,JS24,31.1813 N,35.7022 E,958,2006,2008
Z4,JS26,31.1717 N,35.5362 E,-358,2006,2008
Z4,JS27,31.1917 N,35.5350 E,-344,2006,2007
Z4,JS28,31.3030 N,35.5374 E,-338,2006,2008
Z4,JS31,31.3307 N,35.5812 E,119,2006,2008
Z4,JS33,31.3346 N,35.6422 E,991,2006,2008
Z4,JS35,31.3791 N,35.6964 E,902,2006,2008
Z4,JS36,31.4219 N,35.7389 E,811,2006,2007
Z4,JS40,31.1166 N,35.6301 E,1096,2006,2008
Z4,JS43,31.8357 N,35.5675 E,0,2007,2008
Z5,BORA,16.5217 S,151.7296 W,20,2005,2005
Z5,HUAH,16.7250 S,151.0260 W,17,2005,2005
Z5,RAIA,16.8741 S,151.3784 W,61,2005,2005
Z5,TAHA,16.6208 S,151.5061 W,13,2005,2006
Z6,AE1,7.7362 S,109.6564 E,50,2004,2004
Z6,AE2,7.6763 S,109.4866 E,50,2004,2004
Z6,AE3,7.5556 S,109.5844 E,255,2004,2004
Z6,AF1,7.8213 S,109.8334 E,42,2004,2004
Z6,AF2,7.6511 S,109.8954 E,120,2004,2004
Z6,AF3,7.7865 S,109.7447 E,180,2004,2004
Z6,AF4,7.7974 S,109.7450 E,32,2004,2004
Z6,AFB,7.6270 S,109.7751 E,140,2004,2004
Z6,AG1,7.8364 S,110.0464 E,215,2004,2004
Z6,AG2,7.6340 S,109.9957 E,210,2004,2004
Z6,AG3,7.8434 S,109.9403 E,40,2004,2004
Z6,AG3,7.8434 S,110.2810 E,40,2004,2004
Z6,AG4,7.8425 S,110.1390 E,160,2004,2004
Z6,AH1,7.9817 S,110.2929 E,40,2004,2004
Z6,AH2,7.9238 S,110.2226 E,75,2004,2004
Z6,AH3,7.7476 S,110.1749 E,400,2004,2004
Z6,AH4,7.8115 S,110.2939 E,50,2004,2004
Z6,AH5,7.7440 S,110.2810 E,170,2004,2004
Z6,AHB,7.8775 S,110.3119 E,80,2004,2004
Z6,AI1,7.9955 S,110.4870 E,180,2004,2004
Z6,AI2,8.0053 S,110.3560 E,390,2004,2004
Z6,AI3,7.8649 S,110.5643 E,250,2004,2004
Z6,AI4,7.9125 S,110.5222 E,245,2004,2004
Z6,AJ1,8.0925 S,110.5718 E,240,2004,2004
Z6,AJ2,7.9659 S,110.6495 E,230,2004,2004
Z6,AJB,8.0594 S,110.6565 E,280,2004,2004
Z6,AK1,7.9730 S,110.8344 E,232,2004,2004
Z6,AK2,8.1475 S,110.7756 E,292,2004,2004
Z6,AK3,8.0398 S,110.9838 E,210,2004,2004
Z6,AK4,8.1790 S,110.8823 E,200,2004,2004
Z6,AK5,8.0366 S,110.9842 E,230,2004,2004
Z6,AK6,8.0380 S,110.7436 E,423,2004,2004
Z6,AK7,8.0839 S,110.8384 E,256,2004,2004
Z6,AK8,7.9922 S,111.0480 E,529,2004,2004
Z6,AL1,8.0238 S,111.2370 E,633,2004,2004
Z6,AL2,8.1328 S,111.2679 E,639,2004,2004
Z6,AL3,8.2457 S,111.1751 E,380,2004,2004
Z6,AL4,8.1917 S,111.0390 E,368,2004,2004
Z6,BE1,7.3784 S,109.5666 E,270,2004,2004
Z6,BE2,7.4621 S,109.6021 E,210,2004,2004
Z6,BE3,7.3371 S,109.7087 E,570,2004,2004
Z6,BEB,7.4246 S,109.7421 E,740,2004,2004
Z6,BF1,7.3719 S,109.8565 E,830,2004,2004
Z6,BF2,7.4903 S,109.8246 E,525,2004,2004
Z6,BF3,7.4750 S,109.9537 E,910,2004,2004
Z6,BG1,7.4254 S,110.1025 E,1300,2004,2004
Z6,BG1,7.4254 S,110.1027 E,1300,2004,2004
Z6,BG2,7.4868 S,110.0444 E,800,2004,2004
Z6,BG3,7.3893 S,109.9938 E,1060,2004,2004
Z6,BGB,7.4994 S,110.1721 E,390,2004,2004
Z6,BH1,7.6315 S,110.1807 E,417,2004,2004
Z6,BH2,7.5265 S,110.4107 E,1285,2004,2004
Z6,BH3,7.4373 S,110.3370 E,885,2004,2004
Z6,BI1,7.5803 S,110.4713 E,1125,2004,2004
Z6,BI2,7.5328 S,110.5535 E,650,2004,2004
Z6,BI3,7.6075 S,110.4453 E,830,2004,2004
Z6,BI4,7.6058 S,110.5296 E,582,2004,2004
Z6,BIB,7.6075 S,110.4453 E,830,2004,2004
Z6,BJ1,7.7698 S,110.6387 E,154,2004,2004
Z6,BJ2,7.8430 S,110.7601 E,230,2004,2004
Z6,BK1,7.8614 S,110.8459 E,214,2004,2004
Z6,BK2,7.6589 S,110.8809 E,132,2004,2004
Z6,BK3,7.7283 S,110.9860 E,304,2004,2004
Z6,BKB,7.8521 S,111.1129 E,325,2004,2004
Z6,CE1,7.2426 S,109.7201 E,1185,2004,2004
Z6,CE2,7.2509 S,109.6025 E,700,2004,2004
Z6,CE3,7.1001 S,109.5816 E,651,2004,2004
Z6,CF1,7.2732 S,109.9087 E,1250,2004,2004
Z6,CF2,7.1973 S,109.8503 E,1780,2004,2004
Z6,CF3,7.1996 S,109.8073 E,1600,2004,2004
Z6,CFB,7.1371 S,109.9557 E,980,2004,2004
Z6,CG1,7.2699 S,109.9903 E,1866,2004,2004
Z6,CG1,7.2699 S,109.9902 E,1866,2004,2004
Z6,CG2,7.1772 S,110.0377 E,905,2004,2004
Z6,CG3,7.3591 S,110.1386 E,990,2004,2004
Z6,CG4,7.3599 S,110.1380 E,960,2004,2004
Z6,CH1,7.2740 S,110.2406 E,691,2004,2004
Z6,CH2,7.2246 S,110.3530 E,993,2004,2004
Z6,CHB,7.3348 S,110.4000 E,1137,2004,2004
Z6,CI1,7.4500 S,110.5023 E,1070,2004,2004
Z6,CI2,7.4174 S,110.6216 E,500,2004,2004
Z6,CI3,7.2246 S,110.5610 E,500,2004,2004
Z6,CJ1,7.5190 S,110.6924 E,201,2004,2004
Z6,CJ2,7.3585 S,110.7383 E,230,2004,2004
Z6,CJ3,7.4558 S,110.8340 E,140,2004,2004
Z6,CJB,7.4558 S,110.8340 E,140,2004,2004
Z6,CK1,7.6377 S,111.1336 E,1190,2004,2004
Z6,CK2,7.3549 S,110.9214 E,150,2004,2004
Z6,CK3,7.4916 S,111.1096 E,236,2004,2004
Z6,CK4,7.4817 S,110.9580 E,126,2004,2004
Z6,CK6,7.5904 S,111.0306 E,427,2004,2004
Z6,DE1,6.9658 S,109.8032 E,150,2004,2004
Z6,DEB,7.0336 S,109.7357 E,290,2004,2004
Z6,DG1,7.0900 S,110.0825 E,572,2004,2004
Z6,DGB,7.0574 S,110.2144 E,315,2004,2004
Z6,DH1,7.1122 S,110.4296 E,280,2004,2004
Z6,DH2,7.1476 S,110.3202 E,750,2004,2004
Z6,DH3,7.2077 S,110.4725 E,336,2004,2004
Z6,DI1,7.1709 S,110.6002 E,100,2004,2004
Z6,DI1,7.1708 S,110.6002 E,103,2004,2004
Z6,DI2,7.0379 S,110.6746 E,30,2004,2004
Z6,DI3,7.0383 S,110.6722 E,32,2004,2004
Z6,DIB,7.0895 S,110.5544 E,70,2004,2004
Z6,DJ1,7.2383 S,110.7372 E,170,2004,2004
Z6,DJ2,7.1099 S,110.7648 E,70,2004,2004
Z6,DJ3,7.2784 S,110.8593 E,140,2004,2004
Z6,DK1,7.3288 S,111.1287 E,170,2004,2004
Z6,DK1,7.3286 S,111.1287 E,140,2004,2004
Z6,DK2,7.2090 S,111.0991 E,125,2004,2004
Z6,DK3,7.1508 S,110.9261 E,80,2004,2004
Z6,DKB,7.3227 S,111.0345 E,120,2004,2004
Z6,DL1,7.2053 S,111.2319 E,125,2004,2004
Z6,NG1,5.7987 S,110.3449 E,2,2004,2004
Z6,NG2,5.8806 S,110.4424 E,60,2004,2004
Z6,NJ1,6.5116 S,110.7507 E,300,2004,2004
Z6,NJ2,6.4184 S,110.9397 E,40,2004,2004
Z6,NJ3,6.5878 S,110.9629 E,350,2004,2004
Z6,NJ4,6.6075 S,110.7843 E,300,2004,2004
Z6,NJ5,6.9538 S,110.8601 E,46,2004,2004
Z6,NJ6,6.8695 S,110.6082 E,38,2004,2004
Z6,NJ7,6.7762 S,110.9593 E,131,2004,2004
Z6,NJ7,6.7761 S,110.9593 E,131,2004,2004
Z6,NJ8,6.7256 S,110.8114 E,120,2004,2004
Z6,NK1,6.9488 S,111.2267 E,186,2004,2004
Z6,NK2,6.7140 S,111.2117 E,32,2004,2004
Z6,NK3,7.0712 S,111.0024 E,78,2004,2004
Z6,NK4,6.8781 S,111.0865 E,71,2004,2004
Z6,NK5,7.0524 S,111.1243 E,85,2004,2004
Z6,NK6,6.7555 S,111.2273 E,45,2004,2004
Z6,NKB,6.9584 S,110.9966 E,232,2004,2004
Z6,NL1,7.0615 S,111.3414 E,104,2004,2004
Z6,NL2,6.7888 S,111.5207 E,130,2004,2004
Z6,NL3,6.6657 S,111.5030 E,170,2004,2004
Z6,NL4,6.8334 S,111.3756 E,89,2004,2004
Z6,NL5,6.9520 S,111.4796 E,153,2004,2004
Z6,OH01,8.4935 S,109.4506 E,-2213,2004,2004
Z6,OH03,9.8368 S,110.0433 E,-1853,2004,2004
Z6,OH04,9.8535 S,110.7715 E,-2908,2004,2004
Z6,OH05,9.7629 S,111.1027 E,-2824,2004,2004
Z6,OH10,8.9728 S,110.3593 E,-1696,2004,2004
Z6,OH11,9.0587 S,110.7899 E,-3224,2004,2004
Z6,OH12,9.0556 S,111.3758 E,-2474,2004,2004
Z6,OH13,8.7687 S,111.0262 E,-1133,2004,2004
Z6,OH14,8.6346 S,110.3765 E,-1093,2004,2004
Z6,OS02,9.1901 S,109.5366 E,-3135,2004,2004
Z6,OS06,9.4519 S,111.2433 E,-2913,2004,2004
Z6,OS07,9.5096 S,110.7220 E,-987,2004,2004
Z6,OS08,9.4403 S,110.1685 E,-1224,2004,2004
Z6,OS09,9.1522 S,110.0287 E,-3302,2004,2004
ZA,A02,23.6672 S,68.6678 W,2950,1994,1994
ZA,A03,23.3346 S,68.7505 W,2950,1994,1994
ZA,A04,22.5754 S,68.9025 W,2650,1994,1994
ZA,A05,22.7429 S,68.4308 W,3450,1994,1994
ZA,A06,23.0872 S,68.4944 W,2500,1994,1994
ZA,A07,23.6539 S,68.3602 W,2450,1994,1994
ZA,A08,24.0917 S,67.7887 W,4200,1994,1994
ZA,A10,23.6155 S,67.8455 W,3650,1994,1994
ZA,A11,23.5065 S,67.3974 W,4550,1994,1994
ZA,A12,23.3227 S,67.7851 W,3950,1994,1994
ZA,A14,22.9899 S,67.6753 W,4700,1994,1994
ZA,A15,22.6652 S,67.9520 W,4300,1994,1994
ZA,A16,22.3252 S,68.0092 W,4350,1994,1994
ZA,A18,21.9527 S,68.7231 W,3450,1994,1994
