Net,Sta,Lat,Lon,Elev,Start,End
UP,HASU,62.1532 N,16.6136 E,10,2012,2014
UP,HASU,62.1532 N,16.6136 E,10,2014,
UP,HEMU,62.6760 N,18.0359 E,10,2012,
UP,HUDU,61.7364 N,17.1194 E,10,2012,
UP,HUSU,63.3416 N,19.2184 E,10,2012,2012
UP,HUSU,63.3416 N,19.2184 E,10,2012,2014
UP,HUSU,63.3416 N,19.2184 E,10,2014,2015
UP,HUSU,63.3416 N,19.2184 E,10,2015,
UP,IGGU,60.8730 N,17.3160 E,100,2012,2014
UP,IGGU,60.8730 N,17.3160 E,100,2014,2016
UP,IGGU,60.8730 N,17.3160 E,100,2016,
UP,JOK,60.1780 N,19.9936 E,10,2013,
UP,KALU,65.8596 N,23.3567 E,30,2012,2012
UP,KALU,65.8596 N,23.3567 E,30,2012,
UP,KOVU,68.2229 N,20.1607 E,555,2012,2013
UP,KOVU,68.2229 N,20.1607 E,555,2013,
UP,KUA,67.9542 N,20.3368 E,360,2012,2013
UP,KUA,67.9542 N,20.3368 E,360,2013,2013
UP,KUA,67.9542 N,20.3368 E,360,2013,2014
UP,KUA,67.9542 N,20.3368 E,360,2014,
UP,LANU,68.0493 N,21.9880 E,500,2004,
UP,LILU,65.2856 N,19.8480 E,100,2014,
UP,LNKU,58.2232 N,15.5047 E,130,2012,
UP,LUNU,55.6320 N,13.4460 E,130,2012,2012
UP,LUNU,55.6320 N,13.4460 E,130,2012,
UP,MASU,67.4569 N,21.9983 E,500,2012,
UP,MOS,60.1780 N,19.9936 E,10,2013,
UP,NASU,58.9278 N,13.1862 E,50,2012,2015
UP,NASU,58.9278 N,13.1862 E,50,2015,2016
UP,NASU,58.9278 N,13.1862 E,50,2016,
UP,NIKU,67.8673 N,19.0347 E,300,2012,2013
UP,NIKU,67.8673 N,19.0347 E,300,2013,2014
UP,NIKU,67.8673 N,19.0347 E,300,2014,
UP,NOD,63.4428 N,14.8573 E,450,2012,2014
UP,NOD,63.4428 N,14.8573 E,450,2014,
UP,NRAU,59.5704 N,15.0401 E,150,2010,
UP,NRTU,59.6769 N,18.6308 E,40,2012,2016
UP,NRTU,59.6769 N,18.6308 E,40,2016,
UP,NYNU,59.0047 N,18.0042 E,20,2012,
UP,ODEU,64.4085 N,20.7162 E,212,2012,2014
UP,ODEU,64.4085 N,20.7162 E,212,2014,
UP,ONAU,57.3965 N,11.9177 E,16,2012,
UP,ONSU,57.3966 N,11.9260 E,4,2012,2012
UP,OSKU,57.1947 N,16.0994 E,100,2012,
UP,OSTU,60.2298 N,17.1342 E,100,2012,
UP,PAJU,67.0240 N,23.1130 E,500,2012,2014
UP,PAJU,67.0240 N,23.1130 E,500,2014,
UP,RATU,67.8234 N,19.5913 E,480,2012,2015
UP,RATU,67.8234 N,19.5913 E,480,2015,
UP,ROTU,61.4200 N,15.8140 E,100,2012,
UP,SALU,67.3801 N,18.5067 E,500,2012,
UP,SJO,60.2096 N,17.8665 E,0,2015,
UP,SJUU,65.5080 N,21.6055 E,100,2010,
UP,SOLU,63.2470 N,17.2580 E,100,2012,
UP,STRU,59.0345 N,11.1825 E,50,2010,
UP,SVAU,64.4940 N,19.5750 E,100,2012,2014
UP,SVAU,64.4940 N,19.5750 E,100,2014,
UP,TJOU,58.0320 N,11.6250 E,40,2012,
UP,UDD,60.0900 N,13.6070 E,240,2012,2013
UP,UDD,60.0900 N,13.6070 E,240,2013,2015
UP,UDD,60.0900 N,13.6070 E,240,2015,
UP,UMAU,63.8829 N,20.6779 E,20,2012,2015
UP,UMAU,63.8829 N,20.6779 E,20,2015,
UP,UPP,59.8580 N,17.6270 E,14,1999,
UP,VAG,60.1780 N,19.9936 E,10,2014,
UP,VANU,58.4921 N,12.0727 E,50,2012,2015
UP,VANU,58.4921 N,12.0727 E,50,2015,
UP,VIKU,58.5017 N,16.6992 E,100,2010,
UP,VOR,64.4314 N,16.0130 E,10,2014,
UP,VSTU,57.6600 N,16.5363 E,30,2012,2013
UP,VSTU,57.6600 N,16.5363 E,30,2013,2015
UP,VSTU,57.6600 N,16.5363 E,30,2015,2016
UP,VSTU,57.6600 N,16.5363 E,30,2016,
UP,VXJU,56.9212 N,14.9391 E,190,2012,2015
UP,VXJU,56.9212 N,14.9391 E,190,2015,
VI,ISKR,64.5600 N,18.3860 W,858,1996,
WC,HATO,12.1803 N,68.9579 W,40,2006,
WI,ABD,16.4744 N,61.4881 W,12,2012,
WI,ANBD,17.0480 N,61.7650 W,26,2014,
WI,BIM,14.5180 N,61.0660 W,391,2012,
WI,CBE,16.0670 N,61.6111 W,380,2012,
WI,DHS,16.2887 N,61.7652 W,618,2008,
WI,DSD,16.3128 N,61.0660 W,272,2010,
WI,DSLB,15.4380 N,61.4210 W,324,2014,
WI,GCMP,12.4860 N,61.4260 W,40,2014,
WI,ILAM,14.7745 N,60.8753 W,38,2012,
WI,MAGL,15.9494 N,61.2822 W,159,2012,
WI,MPOM,14.4470 N,60.8588 W,50,2012,
WI,SAM,14.8411 N,61.1638 W,485,2013,
WI,SLBI,14.0230 N,60.9740 W,22,2013,
WI,TDBA,15.8550 N,61.6354 W,159,2012,
WM,ARNO,37.0987 N,6.7322 W,45,2015,
WM,AVE,33.2981 N,7.4133 W,230,2006,2011
WM,AVE,33.2981 N,7.4133 W,230,2011,
WM,CART,37.5868 N,1.0012 W,65,1997,2009
WM,CART,37.5868 N,1.0012 W,65,2009,
WM,CEU,35.8987 N,5.3731 W,320,2004,2009
WM,CEU,35.8987 N,5.3731 W,320,2009,
WM,CHAS,35.1835 N,2.4311 W,0,2014,
WM,EMAL,36.7620 N,4.4292 W,80,2006,
WM,EVO,38.5294 N,8.0167 W,232,2006,
WM,IFR,33.5166 N,5.1272 W,1630,2007,
WM,MAHO,39.8959 N,4.2665 E,15,1999,2009
WM,MAHO,39.8959 N,4.2665 E,15,2009,
WM,MELI,35.2899 N,2.9392 W,40,1999,2004
WM,MELI,35.2938 N,2.9350 W,5,2004,2009
WM,MELI,35.2938 N,2.9350 W,5,2009,2015
WM,PVLZ,35.1730 N,4.3010 W,90,2004,2009
WM,PVLZ,35.1730 N,4.3010 W,90,2009,
WM,SFS,36.4656 N,6.2055 W,21,2001,
WM,SFUC,36.6370 N,6.1750 W,88,1996,2001
WM,TIO,30.9267 N,7.2617 W,1335,2015,
WM,UCM,40.3075 N,3.2441 W,819,2010,
WM,WMELI,35.3173 N,2.9518 W,102,2015,
X5,APTR,38.6636 N,20.6013 E,310,2015,2016
X5,ATHN,38.6621 N,20.5698 E,350,2015,2016
X5,SIVR,38.6687 N,20.6466 E,200,2015,2016
X5,VSLK,38.6279 N,20.6080 E,3,2015,2016
X5,VVIO,38.6189 N,20.5848 E,25,2015,2016
X5,XORT,38.7152 N,20.6031 E,610,2015,2016
X7,PC01,43.6176 N,0.6234 E,230,2013,2014
X7,PC02,43.5623 N,0.6012 E,220,2013,2014
X7,PC03,43.5089 N,0.5757 E,230,2013,2014
X7,PC04,43.4497 N,0.5557 E,260,2013,2014
X7,PC05,43.3909 N,0.5248 E,290,2013,2014
X7,PC06,43.3408 N,0.5017 E,310,2013,2014
X7,PC07,43.2862 N,0.4771 E,295,2013,2014
X7,PC08,43.2263 N,0.4496 E,400,2013,2014
X7,PC09,43.1632 N,0.4521 E,470,2013,2014
X7,PC10,43.1253 N,0.3643 E,590,2013,2014
X7,PC11,43.0623 N,0.4151 E,620,2013,2014
X7,PC12,42.9953 N,0.3673 E,680,2013,2014
X7,PC13,42.9432 N,0.3665 E,790,2013,2014
X7,PC14,42.8810 N,0.3210 E,1070,2013,2014
X7,PC15,42.8308 N,0.2970 E,1300,2013,2014
X7,PC16,42.7979 N,0.2711 E,1100,2013,2014
X7,PC17,42.7208 N,0.1984 E,1732,2013,2014
X7,PC18,42.5811 N,0.2953 E,1355,2013,2014
X7,PC19,42.5637 N,0.1711 E,1009,2013,2014
X7,PC20,42.5077 N,0.1562 E,780,2013,2014
X7,PC21,42.4428 N,0.1604 E,722,2013,2014
X7,PC22,42.4061 N,0.0837 E,732,2013,2014
X7,PC23,42.3389 N,0.0521 E,960,2013,2014
X7,PC24,42.2796 N,0.0845 E,959,2013,2014
X7,PC25,42.2301 N,0.0372 E,813,2013,2014
X7,PC26,42.1605 N,0.0264 W,679,2013,2014
X7,PC27,42.1175 N,0.0684 W,598,2013,2014
X7,PC28,42.0655 N,0.0841 W,578,2013,2014
X7,PE01,42.6916 N,1.2356 E,1715,2011,2012
X7,PE02,42.6779 N,1.2186 E,1774,2011,2012
X7,PE03,42.6379 N,1.2492 E,1266,2011,2012
X7,PE05,42.5758 N,1.2122 E,1150,2011,2012
X7,PE06,42.5350 N,1.2616 E,983,2011,2012
X7,PE07,42.5048 N,1.2438 E,1154,2011,2012
X7,PE09,42.4550 N,1.1481 E,1146,2011,2012
X7,PE10,42.4225 N,1.1168 E,1087,2012,2012
X7,PE12,42.3537 N,1.0839 E,833,2011,2012
X7,PE13,42.3122 N,1.0367 E,900,2011,2012
X7,PE14,42.2451 N,1.0410 E,1057,2012,2012
X7,PE15,42.2024 N,0.9836 E,603,2011,2012
X7,PE16,42.1536 N,0.9534 E,610,2011,2012
X7,PE17,42.0737 N,0.9230 E,924,2011,2012
X7,PE18,41.9918 N,0.9212 E,807,2011,2012
X7,PE19,41.9153 N,0.8811 E,715,2011,2012
X7,PE21,41.8055 N,0.8831 E,304,2012,2012
X7,PE22,41.7060 N,0.7002 E,247,2011,2012
X7,PF01,42.7589 N,1.1883 E,900,2011,2012
X7,PF02,42.8041 N,1.1987 E,850,2011,2012
X7,PF03,42.8653 N,1.2017 E,550,2011,2012
X7,PF04,42.9023 N,1.2103 E,474,2011,2012
X7,PF05,42.9255 N,1.2361 E,775,2011,2012
X7,PF06,42.9611 N,1.2519 E,658,2011,2012
X7,PF07,43.0089 N,1.2683 E,491,2011,2012
X7,PF08,43.0583 N,1.2667 E,652,2011,2012
X7,PF09,43.0972 N,1.3070 E,436,2011,2012
X7,PF10,43.1603 N,1.3351 E,312,2011,2012
X7,PF11A,43.2142 N,1.3710 E,270,2011,2011
X7,PF11B,43.2156 N,1.3912 E,275,2011,2012
X7,PF12,43.2770 N,1.3905 E,290,2011,2012
X7,PF13,43.3580 N,1.4362 E,185,2011,2012
X7,PF14,43.4276 N,1.4700 E,230,2011,2012
X7,PF15,43.5079 N,1.4953 E,204,2011,2012
X7,PW01,43.9108 N,0.4734 W,104,2012,2013
X7,PW02,43.8528 N,0.5227 W,141,2012,2013
X7,PW03,43.7754 N,0.5632 W,87,2012,2013
X7,PW04,43.7053 N,0.5814 W,159,2012,2013
X7,PW05,43.6334 N,0.6075 W,175,2012,2013
X7,PW06,43.5653 N,0.6613 W,180,2012,2013
X7,PW07,43.5090 N,0.7364 W,151,2012,2013
X7,PW08,43.4933 N,0.8642 W,127,2012,2013
X7,PW09,43.4575 N,0.9213 W,110,2012,2013
X7,PW10,43.4070 N,0.9453 W,162,2012,2013
X7,PW11,43.3609 N,0.9833 W,140,2012,2013
X7,PW12,43.3125 N,1.0373 W,202,2012,2013
X7,PW13,43.2265 N,1.1191 W,248,2012,2013
X7,PW14,43.1845 N,1.1643 W,270,2012,2013
X7,PW15,43.1643 N,1.1967 W,302,2012,2013
X7,PW16,43.1518 N,1.2559 W,242,2012,2013
X7,PW17,43.1086 N,1.2797 W,342,2012,2013
X7,PW18,43.0684 N,1.3905 W,693,2012,2013
X7,PW19,43.0435 N,1.4707 W,756,2012,2013
X7,PW20,42.9835 N,1.5298 W,715,2012,2013
X7,PW21,42.9481 N,1.5386 W,829,2012,2013
X7,PW22,42.8960 N,1.5941 W,660,2013,2013
X7,PW23,42.8757 N,1.6659 W,594,2012,2013
X7,PW24,42.8827 N,1.7734 W,603,2012,2013
X7,PW25,42.7765 N,1.7652 W,498,2012,2013
X7,PW26,42.7066 N,1.8045 W,591,2012,2013
X7,PW27,42.6702 N,1.8539 W,648,2012,2013
X7,PW28,42.6066 N,1.9186 W,486,2012,2013
X7,PW29,42.6014 N,2.0398 W,684,2012,2013
X7,PY01A,43.3772 N,1.7137 W,87,2011,2012
X7,PY01B,43.3555 N,1.7479 W,150,2012,2013
X7,PY02A,43.2545 N,1.0821 W,159,2011,2011
X7,PY02B,43.2528 N,1.0828 W,153,2011,2013
X7,PY04,43.1820 N,0.4618 E,448,2010,2013
X7,PY05,42.8513 N,0.6161 E,970,2010,2013
X7,PY06,42.7703 N,1.5203 E,1010,2010,2013
X7,PY07,42.5602 N,2.4168 E,840,2011,2012
X7,PY08,43.5953 N,0.0364 E,140,2011,2013
X7,PY09A,43.5989 N,0.6074 E,145,2011,2011
X7,PY09B,43.5989 N,0.6063 E,145,2011,2013
X7,PY10A,43.3610 N,1.1225 E,267,2010,2011
X7,PY10B,43.3468 N,1.1345 E,258,2011,2013
X7,PY11A,43.1461 N,1.7514 E,320,2010,2011
X7,PY11B,43.1458 N,1.7511 E,320,2011,2013
X7,PY12A,42.9660 N,2.7096 E,325,2011,2011
X7,PY12B,42.9660 N,2.7096 E,340,2011,2013
X7,PY13,43.1342 N,3.0899 E,70,2011,2013
X7,PY14,44.1399 N,1.2095 W,48,2011,2013
X7,PY15,43.9927 N,0.5373 W,67,2010,2013
X7,PY16,43.9716 N,0.2743 E,138,2011,2013
X7,PY17,43.9297 N,1.0441 E,215,2011,2013
X7,PY18A,43.5929 N,1.5372 E,202,2011,2011
X7,PY18B,43.5930 N,1.5364 E,205,2011,2013
X7,PY19,43.8041 N,2.2729 E,370,2011,2013
X7,PY20,43.5864 N,2.8778 E,480,2011,2013
X7,PY23,44.0163 N,1.8300 E,266,2010,2013
X7,PY24A,44.1780 N,2.6795 E,880,2011,2011
X7,PY24B,44.1972 N,2.6460 E,768,2011,2013
X7,PY25,43.9802 N,3.2593 E,730,2011,2013
X7,PY26,44.5291 N,0.6523 W,70,2011,2013
X7,PY27A,44.4330 N,0.0602 E,136,2011,2011
X7,PY27B,44.4334 N,0.0603 E,136,2011,2013
X7,PY28,44.5296 N,0.7446 E,94,2010,2013
X7,PY29A,44.6242 N,1.5555 E,373,2011,2011
X7,PY29B,44.6604 N,1.5426 E,353,2011,2013
X7,PY30,44.4500 N,2.1032 E,480,2011,2013
X7,PY31,44.4419 N,3.1642 E,644,2010,2013
X7,PY32,44.6000 N,3.9328 E,1170,2011,2013
X7,PY33,44.9012 N,1.0692 W,20,2010,2013
X7,PY34A,44.9175 N,0.4035 E,49,2011,2011
X7,PY34B,44.9175 N,0.4035 E,49,2011,2013
X7,PY35A,45.0192 N,1.3328 E,309,2011,2011
X7,PY35B,45.0196 N,1.3339 E,318,2011,2013
X7,PY36A,44.9468 N,1.8925 E,275,2011,2011
X7,PY36B,44.9466 N,1.8923 E,275,2011,2013
X7,PY37,44.9650 N,2.5860 E,892,2010,2013
X7,PY38,44.9351 N,3.2097 E,987,2011,2013
X7,PY39,44.9788 N,4.0394 E,994,2011,2013
X7,PY3AA,44.6555 N,2.6303 E,760,2011,2011
X7,PY3AB,44.6677 N,2.6206 E,666,2011,2013
X7,PY40,45.4297 N,1.0992 W,11,2011,2013
X7,PY41,45.8860 N,1.1880 W,51,2011,2013
X7,PY42A,46.4100 N,1.2010 W,51,2011,2012
X7,PY42B,46.3946 N,1.2025 W,51,2012,2013
X7,PY43,46.6860 N,1.8690 W,74,2011,2013
X7,PY44,47.0250 N,1.9060 W,47,2011,2012
X7,PY45,47.3350 N,2.4840 W,56,2011,2013
X7,PY46,47.7460 N,3.4920 W,85,2011,2014
X7,PY47,47.9500 N,4.2210 W,140,2011,2013
X7,PY48,48.2690 N,4.6150 W,103,2011,2013
X7,PY49,48.6070 N,4.5350 W,89,2011,2013
X7,PY4A,47.5610 N,2.9070 W,77,2010,2013
X7,PY91,48.4803 N,3.7909 W,205,2012,2014
X7,PY92,48.4943 N,2.3334 W,104,2012,2013
X7,PY94,47.5065 N,1.3135 W,28,2012,2013
X7,PY95,48.3125 N,0.1460 W,216,2012,2013
X7,PY96,46.8018 N,0.6890 E,133,2012,2013
X7,PY97,47.1608 N,1.6389 W,70,2013,2013
XC,BRAN,21.3590 S,14.7490 E,0,1998,1999
XC,CAPN,21.7590 S,13.9680 E,0,1998,1999
XC,LEON,23.4350 S,18.7430 E,0,1998,1999
XC,OUTN,20.1510 S,15.6890 E,0,1998,1999
XC,WATN,20.6120 S,17.3350 E,0,1998,1999
XE,A01,52.2580 N,7.3360 E,47,1998,1998
XE,A02,52.4220 N,7.9350 E,90,1998,1998
XE,A03,52.2580 N,8.5560 E,188,1997,1997
XE,A04,52.1880 N,8.0810 E,140,1998,1998
XE,A05,51.9490 N,8.6840 E,250,1998,1998
XE,A06,51.6830 N,7.4410 E,65,1998,1998
XE,A07,51.6960 N,8.0100 E,85,1998,1998
XE,A08,51.6790 N,8.9620 E,340,1998,1998
XE,A09,51.4920 N,8.0640 E,235,1998,1998
XE,A10,51.4940 N,8.4530 E,360,1998,1998
XE,A11,51.3000 N,7.4141 E,270,1998,1998
XE,A12,51.2450 N,7.1986 E,325,1998,1998
XE,A13,51.1313 N,7.1351 E,165,1998,1998
XE,A14,50.9473 N,7.4210 E,350,1998,1998
XE,A15,50.7500 N,7.4493 E,155,1998,1998
XE,A16,50.8459 N,6.8920 E,100,1997,1997
XE,A17,50.7680 N,6.7234 E,130,1997,1998
XE,A18,50.5642 N,8.0862 E,370,1998,1998
XE,A19,50.6045 N,7.8103 E,415,1998,1998
XE,A20,50.7016 N,8.2262 E,380,1998,1998
XE,A21,50.7758 N,8.0401 E,330,1998,1998
XE,A33,51.9510 N,7.4070 E,165,1998,1998
XE,A50,51.2180 N,7.9930 E,540,1997,1998
XE,A51,51.1128 N,7.8888 E,300,1998,1998
XE,A52,50.9770 N,7.7550 E,510,1997,1998
XE,A53,50.8740 N,7.6380 E,390,1997,1998
XE,A54,50.7236 N,7.5550 E,320,1998,1998
XE,A70,50.8392 N,6.8848 E,115,1997,1998
XE,A71,51.0365 N,6.4322 E,-300,1998,1998
XE,A72,51.0054 N,6.8202 E,-300,1998,1998
XE,A80,50.7405 N,8.6390 E,230,1998,1998
XE,A81,50.9225 N,8.9630 E,320,1998,1998
XE,A82,51.0509 N,9.1762 E,225,1998,1998
XE,A83,51.4256 N,9.6841 E,200,1998,1998
XE,A84,51.5466 N,9.9659 E,270,1998,1998
XE,A85,50.9167 N,8.9429 E,220,1998,1998
XE,B01,50.6140 N,6.6319 E,345,1997,1998
XE,B02,50.5761 N,6.9454 E,400,1997,1998
XE,B03,50.6477 N,7.3074 E,320,1997,1998
XE,B04,50.5723 N,7.6865 E,270,1998,1998
XE,B05,50.4811 N,6.5667 E,500,1997,1998
XE,B06,50.4302 N,6.7733 E,500,1997,1998
XE,B07,50.4820 N,7.0291 E,230,1997,1998
XE,B08,50.4626 N,7.1677 E,355,1997,1998
XE,B09,50.4876 N,7.4752 E,150,1997,1998
XE,B10,50.3354 N,6.5770 E,550,1997,1998
XE,B11,50.3532 N,6.8234 E,435,1997,1998
XE,B12,50.3691 N,6.9691 E,380,1997,1998
XE,B13,50.3500 N,7.3677 E,140,1997,1998
XE,B14,50.3462 N,7.7493 E,395,1998,1998
XE,B15,50.2119 N,6.9813 E,425,1997,1998
XE,B16,50.2216 N,7.2351 E,315,1997,1998
XE,B17,50.2092 N,7.4947 E,320,1997,1998
XE,B18,50.1654 N,6.2067 E,540,1997,1998
XE,B19,50.1813 N,6.5238 E,540,1997,1998
XE,B20,50.0511 N,6.2989 E,465,1997,1998
XE,B21,50.0372 N,6.5879 E,345,1997,1998
XE,B22,50.0327 N,7.5184 E,435,1997,1998
XE,B23,49.9162 N,6.3455 E,345,1997,1998
XE,B24,49.9207 N,6.5738 E,340,1997,1998
XE,B26,49.9034 N,7.3922 E,400,1997,1998
XE,B27,49.9002 N,7.7135 E,350,1998,1998
XE,B29,49.7189 N,6.7941 E,450,1997,1998
XE,B30,49.7590 N,7.2399 E,440,1997,1998
XE,B32,49.7616 N,7.7896 E,250,1997,1998
XE,B33,49.7615 N,8.1856 E,165,1998,1998
XE,B34,49.5212 N,7.7119 E,280,1998,1998
XE,B35,49.5155 N,6.6092 E,180,1997,1998
XE,B36,49.5010 N,6.7815 E,275,1997,1998
XE,B37,49.4824 N,7.0323 E,335,1997,1998
XE,B38,49.5065 N,7.4531 E,225,1997,1998
XE,B39,49.5052 N,7.7769 E,290,1997,1997
XE,B40,49.1714 N,6.8219 E,300,1998,1998
XE,B41,49.1971 N,7.1448 E,310,1998,1998
XE,B42,49.1844 N,7.4948 E,340,1998,1998
XE,B43,50.0273 N,7.6833 E,410,1997,1998
XE,B44,50.0363 N,7.9500 E,345,1997,1998
XE,B46,50.2128 N,7.9915 E,375,1998,1998
XE,B49,50.4538 N,8.0812 E,235,1998,1998
XE,B50,50.6214 N,7.4312 E,200,1997,1998
XE,B51,50.4820 N,7.2670 E,110,1997,1998
XE,B52,50.3491 N,7.1975 E,410,1997,1998
XE,B53,50.2512 N,7.0741 E,490,1997,1998
XE,B54,50.1770 N,7.0431 E,430,1997,1998
XE,B55,50.1583 N,6.9854 E,400,1997,1998
XE,B56,50.1117 N,6.9712 E,365,1997,1998
XE,B57,50.0649 N,6.9465 E,380,1997,1998
XE,B58,50.0281 N,6.8720 E,350,1997,1998
XE,B59,50.0101 N,6.8388 E,365,1997,1998
XE,B60,49.9667 N,6.8271 E,280,1997,1998
XE,B61,49.9149 N,6.7802 E,340,1997,1998
XE,B62,49.8712 N,6.7111 E,300,1997,1998
XE,B63,49.8482 N,6.6594 E,385,1997,1998
XE,B64,49.8144 N,6.6184 E,305,1997,1998
XE,B65,49.7615 N,6.5604 E,265,1997,1998
XE,B66,49.6910 N,6.4695 E,160,1997,1998
XE,B67,49.5565 N,6.4719 E,385,1998,1998
XE,B70,50.2622 N,6.6599 E,380,1997,1998
XE,B71,50.1953 N,6.7401 E,485,1997,1998
XE,B72,50.1480 N,6.8243 E,415,1997,1998
XE,B73,50.0266 N,7.0708 E,165,1997,1998
XE,B74,49.9842 N,7.1486 E,130,1997,1998
XE,B75,49.9392 N,7.2169 E,430,1997,1998
XE,B82,50.5586 N,6.2362 E,530,1998,1998
XE,C01,50.6700 N,4.5700 E,147,1998,1998
XE,C02,50.6200 N,4.9800 E,140,1998,1998
XE,C03,50.6800 N,5.2700 E,117,1998,1998
XE,C04,50.2100 N,5.0000 E,190,1998,1998
XE,C05,50.4800 N,4.9200 E,160,1998,1998
XE,C06,50.3500 N,5.5700 E,190,1998,1998
XE,C07,50.2400 N,5.9300 E,475,1998,1998
XE,C08,50.3417 N,6.3135 E,485,1997,1998
XE,C11,50.0400 N,5.4000 E,550,1998,1998
XE,C12,50.0600 N,5.7900 E,430,1998,1998
XE,C13,49.9700 N,5.2200 E,325,1998,1998
XE,C14,49.8300 N,5.3800 E,400,1998,1998
XE,C16,49.8000 N,5.1400 E,290,1998,1998
XE,C18,50.6672 N,4.5082 E,125,1998,1998
XE,C20,49.8653 N,5.8581 E,400,1998,1998
XE,C21,49.8092 N,6.3278 E,220,1998,1998
XE,C22,49.8065 N,6.2669 E,300,1998,1998
XE,C23,49.5970 N,6.0038 E,395,1998,1998
XE,D01,49.5847 N,5.2667 E,220,1998,1998
XE,D50,49.4428 N,6.3730 E,240,1998,1998
XE,D51,49.3125 N,6.2809 E,251,1998,1998
XE,D53,49.0549 N,5.9910 E,332,1998,1998
XF,DONG,31.9790 N,90.9126 E,4607,1998,1999
XF,LUMP,31.8990 N,89.9320 E,4616,1997,1999
XF,NASE,31.9891 N,91.7056 E,4644,1998,1999
XF,NING,30.3796 N,90.9122 E,4210,1998,1998
XF,SANG2,31.0221 N,91.7001 E,4714,1998,1998
XF,ST00,30.5259 N,90.1030 E,4811,1998,1998
XF,ST01,30.6498 N,90.1337 E,4794,1998,1999
XF,ST02,30.7867 N,90.2492 E,4801,1998,1998
XF,ST04,30.9595 N,90.1925 E,4734,1998,1999
XF,ST05,31.0400 N,90.1742 E,4833,1998,1999
XF,ST06,31.1234 N,90.0971 E,5088,1998,1999
XF,ST07,31.2280 N,90.0696 E,5080,1998,1999
XF,ST08,31.2990 N,90.0315 E,4900,1998,1999
XF,ST09,31.4210 N,90.0040 E,4752,1997,1999
XF,ST10,31.4927 N,90.0082 E,4669,1998,1999
XF,ST11,31.5814 N,89.9808 E,4745,1998,1999
XF,ST12,31.6261 N,89.8836 E,4690,1998,1999
XF,ST12A,31.6400 N,89.7887 E,4643,1998,1998
XF,ST13A,31.7263 N,89.7030 E,4593,1998,1999
XF,ST14,31.7705 N,89.7084 E,4599,1998,1999
XF,ST14A,31.8001 N,89.6612 E,4528,1998,1999
XF,ST15,31.8364 N,89.6397 E,4575,1998,1999
XF,ST15A,31.8510 N,89.5777 E,4579,1998,1998
XF,ST16,31.8883 N,89.4980 E,4624,1998,1998
XF,ST16A,31.9217 N,89.4206 E,4571,1998,1999
XF,ST17,31.9398 N,89.3578 E,4594,1998,1999
XF,ST18,31.9653 N,89.2693 E,4621,1998,1999
XF,ST18A,31.9746 N,89.2047 E,4621,1998,1999
XF,ST19,32.0589 N,89.1913 E,4602,1998,1999
XF,ST19A,32.1032 N,89.1950 E,4546,1998,1999
XF,ST20,32.1696 N,89.1423 E,4560,1998,1999
XF,ST21,32.2292 N,89.1334 E,4548,1998,1999
XF,ST21A,32.2752 N,89.0968 E,4712,1998,1999
XF,ST22,32.3327 N,89.1164 E,4809,1998,1999
XF,ST22A,32.3753 N,89.1003 E,4543,1998,1999
XF,ST23,32.4228 N,89.1077 E,4761,1998,1999
XF,ST23A,32.4714 N,89.0492 E,4743,1998,1999
XF,ST24,32.4804 N,88.9844 E,4914,1998,1998
XF,ST25,32.5371 N,88.9403 E,4881,1998,1999
XF,ST25A,32.6118 N,88.9534 E,4955,1998,1999
XF,ST26,32.6611 N,88.9157 E,4816,1998,1998
XF,ST26A,32.6985 N,88.8665 E,4880,1998,1999
XF,ST27,32.7454 N,88.8506 E,4936,1998,1999
XF,ST28,32.8217 N,88.8483 E,4912,1998,1999
XF,ST29,32.9346 N,88.8530 E,4907,1998,1999
XF,ST30,33.0292 N,88.8548 E,4958,1998,1998
XF,ST31,33.1356 N,88.8769 E,4851,1998,1999
XF,ST32,33.2426 N,88.8355 E,4929,1998,1999
XF,ST33,33.3292 N,88.8310 E,5039,1998,1999
XF,ST34,33.4086 N,88.7647 E,4991,1998,1998
XF,ST35,33.4791 N,88.7369 E,4934,1998,1999
XF,ST36,33.5235 N,88.6013 E,5070,1998,1999
XF,ST37,33.6076 N,88.5233 E,5168,1998,1999
XF,ST38,33.6558 N,88.5043 E,5070,1998,1998
XF,ST40,33.8165 N,88.3073 E,4963,1998,1998
XF,STW1,32.0923 N,88.3064 E,4681,1998,1999
XG,BARF,44.3890 N,6.6530 E,1161,2014,2014
XG,IBLA,44.4058 N,6.6010 E,1500,2014,2014
XG,IBOU,44.4068 N,6.6830 E,1497,2014,2014
XG,IBSA,44.4741 N,6.7218 E,1337,2014,2014
XG,IBVA,44.5253 N,6.7231 E,1665,2014,2014
XG,ICHA,44.5469 N,6.6386 E,1757,2014,2014
XG,IFSA,44.6146 N,6.5625 E,1337,2014,2014
XG,IORR,44.5193 N,6.5755 E,1621,2014,2014
XH,FX01,69.4447 N,49.8792 W,706,2011,2011
XH,FX02,69.4471 N,49.8767 W,706,2011,2011
XH,FX03,69.4498 N,49.8779 W,706,2011,2011
XH,FX04,69.4492 N,49.8880 W,706,2011,2011
XH,FX05,69.4459 N,49.8918 W,711,2011,2011
XH,FX06,69.4430 N,49.8851 W,702,2011,2011
XH,FX07,69.4436 N,49.8748 W,703,2011,2011
XH,FX08,69.4471 N,49.8719 W,706,2011,2011
XH,FX09,69.4477 N,49.8803 W,705,2011,2011
